lkp,bsk5,hsk,soluble_oxygen,ph,roundworms,conformity
4900,4.40115,21.511,,,0,1
3700,1.90529,17.2709,9.9129,,0,1
2700,3.09143,12.7539,,8.11824,0,1
5800,4.45666,27.8268,,,0,1
,4.41681,11.2008,8.32211,,0,1
2200,3.66286,28.0673,,8.54091,0,1
3600,5.27386,10.7563,5.19194,,0,1
1800,,16.0706,7.44014,,0,1
5500,3.29811,12.502,4.5273,,0,1
2500,2.74917,16.1987,,7.22337,0,1
4300,1.78578,27.0589,,,0,1
4000,5.59337,25.0949,,,0,1
2800,,18.3949,,6.86194,0,1
,,,,,0,1
4500,2.36591,9.15053,,6.90311,0,1
3300,2.44676,19.8695,,,0,1
2500,3.76989,15.6198,9.37357,,0,1
2700,1.17295,14.2765,6.41457,,0,1
,5.8748,7.05579,,,0,1
4700,4.58099,15.8201,8.65643,8.41714,0,1
5600,5.96834,20.9553,,7.76193,0,1
5900,3.53651,19.0739,,,0,1
3700,3.01999,5.3812,,,0,1
,,2.48584,,,0,1
2100,5.59873,4.00098,,7.61739,0,1
4800,1.43601,,,,0,1
4600,1.07131,29.5014,3.57706,7.85884,0,1
5000,3.80367,14.8897,,,0,1
1400,4.32316,19.1455,,,0,1
3400,4.09887,3.9887,7.1374,7.3571,0,1
2600,3.99243,11.3013,,8.81651,0,1
5700,,8.46811,,7.58945,0,1
4600,1.3294,16.67,,,0,1
1700,3.55253,9.92587,,7.08827,0,1
2400,1.13707,29.2947,,6.85759,0,1
3800,3.61478,11.4474,3.12403,,0,1
5600,1.27677,1.58382,8.379,8.96759,0,1
,4.65068,7.1529,,,0,1
1300,1.18346,,,6.53458,0,1
5300,2.56781,22.226,,7.45306,0,1
4200,4.01846,10.1889,3.09575,,0,1
1000,,23.275,4.44746,,0,1
1500,5.21744,13.6456,,6.41266,0,1
2300,3.08318,19.0879,,,0,1
2900,5.26865,3.85962,,,0,1
4300,5.7383,,9.43313,,0,1
2800,2.04376,12.9792,5.52727,,0,1
5800,5.52362,16.6524,3.49542,7.98554,0,1
2000,3.39042,8.5572,4.6963,,0,1
5200,1.24187,19.3731,,8.06363,0,1
5300,1.56133,16.854,,,0,1
5700,1.46734,,4.82697,7.48816,0,1
2800,4.07695,22.5254,,,0,1
4900,2.57061,17.2453,,,1,1
,,,,,0,1
5900,3.59224,19.0098,5.89288,6.84289,0,1
4400,5.33561,,,6.06854,0,1
1700,4.88123,27.2096,,8.15628,0,1
4300,3.43258,,,8.58409,0,1
2300,3.10241,3.46771,,,0,1
3300,4.68692,27.6898,7.14808,6.19096,0,1
3300,2.61812,2.25053,,,0,1
3100,3.96515,18.9376,,,0,1
1900,,,9.04453,8.93197,0,1
2600,1.83398,17.1298,,6.8957,0,1
5000,5.28777,15.7851,8.48131,,0,1
2000,1.1335,9.75291,,,0,1
3600,1.31794,28.3254,8.95669,,0,1
3300,5.67043,26.3111,,,0,1
3300,4.94446,9.92175,,,0,1
4200,5.74558,,,,0,1
5300,2.6121,,,,0,1
3200,4.171,7.76762,,7.25287,0,1
2200,5.3166,5.76923,9.30608,,0,1
2500,3.71523,5.03387,,7.58217,0,1
1600,2.26329,,8.73637,7.28356,0,1
3000,2.20208,29.5287,,,0,1
3500,3.15448,18.1331,,,0,1
4600,1.65736,25.8001,9.07007,7.16246,0,1
5600,,7.94752,,,0,1
4300,,8.5667,,,0,1
3000,,,,,0,1
1800,,13.7166,,7.80809,0,1
3600,2.49781,23.3938,8.81668,7.47269,0,1
,1.69969,5.08761,4.71842,8.4573,0,1
1400,3.79822,13.7807,,6.48061,0,1
2400,1.97623,3.17448,3.78248,,0,1
5900,1.07511,2.86735,,,0,1
4300,4.04558,16.2143,,8.92262,0,1
2100,5.82944,22.402,5.37421,7.74264,0,1
5100,3.24233,15.8335,,8.84286,0,1
5800,3.85582,25.4438,,7.10458,0,1
4600,1.02193,11.1283,,,0,1
3100,2.42182,28.0356,8.12635,,0,1
3200,,26.6201,,,0,1
3900,3.73716,16.7434,,6.59365,0,1
5800,4.21692,22.2916,,,0,1
3700,2.25584,11.2586,,8.14683,0,1
4200,1.1822,,7.17243,,0,1
4900,4.17436,,3.9419,6.0613,0,1
2500,5.96375,14.2023,9.0211,,0,1
4600,4.56534,12.236,,,0,1
1700,4.60266,28.0442,,,0,1
2600,3.18448,22.5098,5.99099,8.55421,0,1
5600,5.92967,14.454,4.67877,,0,1
2100,2.94968,21.3678,9.58605,,0,1
2600,4.95071,13.4731,,,0,1
4700,1.06787,11.8635,5.9224,8.55015,0,1
4900,3.0993,26.9639,5.41083,,0,1
4900,5.77803,4.72382,,,0,1
3900,1.77832,12.3203,,,0,1
2300,3.07088,28.0904,,7.0379,0,1
1100,2.24474,8.94535,,,0,1
3400,3.75211,17.1237,,6.4243,0,1
5100,2.81366,20.4241,3.22623,7.55146,0,1
2400,1.36853,23.573,5.59988,6.98907,0,1
4300,1.43775,,,,0,1
5200,4.67825,9.90652,8.88002,,0,1
3200,3.38342,14.9587,,,0,1
,2.73289,4.52868,,,0,1
4000,5.30419,25.616,7.28586,,0,1
3800,3.71069,23.1219,9.54439,,0,1
2800,2.54301,,9.30656,,0,1
5300,5.91956,19.687,6.07314,,0,1
4200,2.00454,25.5154,5.59974,7.1495,0,1
1600,3.04544,29.3832,6.10034,8.5457,0,1
5700,3.27768,3.72328,,,0,1
4700,1.29601,,,,0,1
3300,,24.7278,,,0,1
2300,4.24861,29.9516,7.06817,8.66052,0,1
3000,2.2073,14.3091,5.17217,,0,0
1700,2.52867,18.1971,,,0,1
4600,1.35626,28.2755,6.36201,8.27971,0,1
2900,3.9888,13.3016,7.22931,7.6208,0,1
3800,,21.0242,4.5676,,0,1
4400,2.14224,13.4777,,,0,1
2400,3.75148,23.7753,7.55798,6.46949,0,1
2600,3.69795,16.3263,3.86837,7.27535,0,1
3600,3.59942,6.89704,,,0,1
3400,5.97,,9.84081,,0,1
3700,1.7277,27.7559,,,0,1
,5.54813,15.4377,,,0,1
3300,2.74898,24.1127,,8.47237,0,1
,3.73035,22.3488,6.23525,,0,1
2200,4.87694,10.9207,,,0,1
1600,1.29708,23.2242,,,0,1
4900,3.26726,16.8168,,8.06709,0,1
5500,3.75856,28.4507,,7.27785,0,1
1000,,20.547,,6.71216,0,1
4500,1.9976,18.1239,8.13406,,0,1
5600,1.10371,,,,0,1
1600,4.20827,14.4566,,8.48517,0,1
3900,2.0533,28.7098,,6.86623,0,1
5800,3.29941,6.01965,,,0,1
3600,5.53867,17.5554,,6.36452,0,1
2400,4.87242,19.1291,5.79093,,0,1
3000,4.44931,12.6614,,6.27667,0,1
1700,,13.2147,3.3035,6.07355,0,1
4700,4.87016,26.6756,7.59788,,0,1
5700,3.25306,18.1366,6.93802,7.65405,1,1
4800,3.02233,24.5154,9.79457,,0,1
2400,4.6831,16.7207,4.76319,,0,1
3600,2.17995,28.661,,,0,1
2500,3.88423,,4.99768,,0,1
5100,5.672,19.7865,4.20657,8.78135,0,1
3300,4.6547,19.7262,,8.61558,0,1
4600,2.81926,21.4162,,7.40029,0,1
,1.892,29.164,9.15385,,0,1
4800,4.24937,23.6664,,,0,1
3800,,28.6884,,8.48699,0,1
5500,1.42206,21.4222,,,0,1
5500,5.08208,21.2961,,6.61196,0,1
5700,1.10249,15.6127,,,0,1
5700,1.00064,15.17,,8.71042,0,1
1700,5.1157,,,6.5698,0,1
4100,3.76911,1.7974,,6.88096,0,1
5200,1.46775,14.5271,,,0,1
1000,,25.817,5.42637,7.46998,0,1
5000,3.95055,24.4688,,8.34133,0,1
2600,3.83529,20.846,,6.78159,0,1
2900,5.9839,12.1799,6.44214,6.51434,0,1
4200,2.57384,,,,0,1
1300,4.83375,15.6952,,,0,1
1900,2.24593,29.8978,,,0,1
4700,,3.87012,3.8485,,0,1
2300,3.6523,,,8.60613,0,1
2800,4.24597,27.0647,3.90936,,0,1
5400,2.04784,9.83615,,7.54619,0,1
5100,,15.5994,8.7739,8.76666,0,1
5600,3.17398,,9.41613,,0,1
3700,3.08774,,,,0,1
3400,3.19531,11.2712,5.66665,7.38051,0,1
5700,4.90789,2.24183,4.5482,8.90663,0,1
2100,2.99,9.28947,,6.10337,0,1
2700,2.48384,1.64171,3.16451,8.03647,0,1
4600,,10.1464,,,0,1
3900,5.53948,1.64022,4.19545,7.62303,0,1
4900,3.27208,8.80944,,,0,1
5500,1.49841,16.802,,,0,1
3400,1.67562,6.63872,,7.88276,0,1
3900,4.91632,21.8109,,,0,1
,4.79005,20.1764,,,0,1
5300,3.84347,,,,0,1
3300,5.87613,,9.41229,6.18729,0,1
5900,4.09429,29.0949,9.99952,,0,1
2600,1.91109,25.6512,5.66323,7.00319,0,1
,3.98494,5.38654,,7.18196,0,1
1700,3.04772,,6.47034,,0,1
1600,,1.93252,,,0,1
1400,2.8452,11.7567,5.71634,7.00824,0,1
2200,4.67648,29.5578,,,0,1
3200,1.89511,18.1285,7.65025,6.85554,0,1
1000,1.10307,8.02848,,6.4648,0,1
4000,5.09257,29.2509,8.61032,,0,1
5500,,3.51115,,8.1307,0,1
,4.28419,29.2866,9.0122,7.61941,0,1
4200,2.83166,27.9124,,8.72742,0,1
2900,2.58812,21.4926,3.89705,,0,1
3300,2.03713,21.7383,,7.78231,0,1
4500,4.46541,24.6603,,,0,1
1500,3.29632,21.8154,,,0,1
5100,4.41931,2.03484,,,0,1
5400,1.7764,,5.60483,,0,0
5300,2.0308,11.9804,,,0,1
,3.93397,18.2388,,,0,1
5500,2.83638,21.6453,,,0,1
4900,3.49802,19.656,6.38392,,0,1
4900,2.56696,19.8249,,,0,1
4200,5.62395,5.18715,8.15273,8.78463,0,1
3500,2.9841,9.45493,6.15018,8.48066,0,1
,2.25937,20.1744,,,0,1
1200,4.93822,20.8745,,6.8961,0,1
2500,5.5426,23.0247,,,0,1
1800,3.83041,,8.44352,,0,1
2900,5.50222,19.5419,,7.25655,0,1
4600,4.44008,20.782,,,0,1
4300,4.85279,,4.452,,0,1
1600,2.6777,13.4867,3.13147,6.80872,0,1
1400,1.10708,28.8107,5.10733,6.15117,0,1
3600,3.95917,9.53131,,7.50208,0,1
4200,2.88962,9.98647,,6.53754,0,1
2900,1.66275,24.3507,,,0,1
,1.84881,26.7221,,8.83529,0,1
3700,5.19822,28.8177,5.62835,8.09073,0,1
1200,1.8071,16.4594,8.66186,7.39874,0,1
3900,,,,,0,1
5800,5.56949,11.2474,,6.15082,0,1
3000,1.15274,,,,0,0
2000,,4.93849,,,0,1
2400,3.07091,1.34001,,7.12816,0,1
2500,3.99517,15.7416,,,0,1
2900,4.91112,20.0362,9.08545,,0,1
4900,3.07624,10.5852,,6.49375,0,1
5100,1.40188,,5.52267,,0,1
3400,1.44671,13.0882,,,0,1
3900,2.07407,11.9846,7.54672,,0,1
5100,5.97577,4.32947,,7.95803,0,1
2100,3.0791,17.7969,8.1,,0,1
3300,5.89923,9.90337,,,0,1
1200,3.88552,15.4862,6.91929,8.46095,0,1
4500,1.85608,9.8248,,8.73166,0,1
2800,2.00709,7.7746,3.17337,,0,1
3400,3.37811,5.82166,,,0,1
5700,2.52732,18.3999,9.6582,,0,1
1700,2.28714,1.16568,,6.9455,0,1
1000,2.00084,1.52041,,7.10466,0,1
3700,,,,,0,1
1000,1.78835,10.27,6.21967,6.9596,0,1
2600,3.90697,21.464,,,0,1
,5.13389,25.9316,4.2628,,0,1
3300,4.0647,11.7581,7.58811,6.26115,0,1
1200,1.60085,20.8822,,,0,1
1700,1.65249,7.53312,,,0,1
5400,,28.5866,7.81317,,0,1
1700,,17.2465,,,0,1
3300,,16.7642,,7.2402,0,1
3000,5.4314,4.70046,8.90095,,0,1
5000,1.15396,20.7553,,,0,1
4700,2.48104,18.9259,6.00977,,0,0
1400,4.07796,27.1419,3.70386,7.45051,0,1
3300,2.57579,25.0162,,8.77129,0,1
5100,2.63356,25.8426,,8.59406,0,1
,3.5705,6.35598,,,0,1
1800,2.57818,20.7875,,7.61239,0,1
3300,1.2237,8.0419,,,0,1
3100,4.36449,17.8988,,6.21833,0,1
5200,2.68365,6.90361,8.64536,7.47875,0,1
5900,1.42711,29.6197,,,0,1
5800,4.57179,10.2396,6.82296,,0,1
1400,,,,,0,1
2600,1.71283,,8.13453,8.75642,0,1
1000,5.90787,22.0989,3.1277,,0,1
2200,1.85749,27.4703,,,0,1
2800,4.49151,16.8449,6.83316,,0,1
2900,4.46852,4.0776,,8.24562,0,1
2300,,,,,0,1
1400,3.85464,14.1213,,,0,1
5700,3.42312,5.05574,4.88154,,0,1
2100,4.54085,,,,0,1
2900,,11.9572,,,0,1
,,,,,0,1
2300,1.96727,6.71208,9.28777,7.43909,0,1
2500,1.82162,23.989,4.18426,8.26155,0,1
5000,5.1,21.1314,,7.74256,0,1
5200,1.58106,,,,0,1
2500,1.3623,9.82079,,,0,1
1000,5.37561,23.8303,5.75099,6.55902,0,1
5200,5.84798,17.4521,,,0,1
,4.40987,,,6.99697,0,1
3400,3.90013,8.35365,,7.03367,0,1
3300,,20.5278,,7.71003,0,1
1700,1.4356,29.4893,,,0,1
5200,3.08804,,4.10063,,0,1
3400,2.47006,14.0563,8.60173,,0,1
1200,3.34268,23.8069,,,0,1
1500,5.47972,17.1551,,,0,1
2100,2.92228,3.78969,5.76993,,0,1
4700,4.92084,23.821,7.27364,,0,1
3200,3.36875,,,,0,1
,,,3.29196,6.28964,0,1
2000,5.49828,9.38778,,7.95794,0,1
3400,4.34221,21.2294,5.40498,,0,1
2200,5.50861,15.4036,9.45737,,0,1
2900,4.32104,20.6551,,,0,1
3700,3.66183,14.8872,8.64244,,0,1
5100,3.49159,19.6436,,7.22933,0,1
3800,,4.46882,,7.40454,0,1
5500,5.32344,16.9872,,,0,1
,2.95099,27.7798,,,0,1
,3.95553,1.50112,,,0,1
,1.57431,24.2621,,,0,1
2800,2.09297,1.90066,,,0,1
1600,5.93085,,,,0,1
1900,5.41546,,,,0,1
4700,1.66536,1.03039,7.3088,8.56583,0,1
3600,,,3.0383,8.20118,0,1
5300,1.21006,29.3651,5.88634,8.5323,0,1
1100,4.17773,28.4613,,,0,1
5300,3.11163,24.9132,,6.48402,0,1
4600,4.46413,17.8046,,,0,1
5400,5.33234,23.4118,4.07907,,0,1
5900,3.38104,24.5308,,,0,1
1800,3.4969,6.28937,,,0,1
3800,2.2135,11.0521,8.67278,6.03647,0,1
4700,,10.7114,,8.87503,0,1
4900,3.25795,29.6239,,,0,1
4200,3.72252,10.1051,4.86557,,0,1
3600,4.16831,4.31155,,6.6882,0,1
5800,3.32357,,4.89952,8.05021,0,1
4700,3.92889,8.5641,8.74394,7.39458,0,1
1200,5.59561,,6.29697,,0,1
2600,4.95705,18.489,,,0,1
,2.22911,15.8281,,,0,1
,2.23311,21.2982,6.05814,,0,1
1500,3.98559,23.9856,,,0,1
2000,2.93665,24.0919,,6.73314,0,1
,2.12276,19.7485,4.43057,7.18521,0,1
5300,4.97024,26.8301,7.34751,6.51475,0,1
5400,5.51243,16.4186,4.42409,,0,1
3700,3.91451,13.7111,6.08388,,0,1
5400,1.21981,,,,0,1
3300,4.30544,7.24091,,,0,1
4200,4.33003,2.44136,,,0,1
,5.77656,13.4225,,7.76782,0,1
1200,,29.2341,,,0,1
2900,4.63006,,6.70388,,0,1
1400,3.40676,15.4122,3.37415,,0,1
5600,4.80131,,,,0,1
4300,4.75501,8.48834,7.44887,7.52116,0,1
2900,4.47902,19.7249,7.50482,,0,1
4800,4.48466,26.2093,4.62056,,0,1
3700,5.77024,20.6303,,7.54442,0,1
,2.87798,15.5587,,,0,1
1300,4.29233,22.9296,,7.03015,0,1
5600,1.23105,17.4217,,7.12482,0,1
3300,,8.98856,,,0,1
5400,2.01559,22.0665,6.31746,,0,1
5100,3.58995,5.5761,,,0,1
2900,2.5398,26.2516,3.00376,,0,1
2000,5.87185,1.39506,,,0,1
1500,4.28479,,8.27417,,0,1
2400,2.08426,22.6243,,,0,1
4800,2.78609,27.5003,3.7468,,0,1
1300,1.15273,13.7689,9.37409,,0,1
3600,1.33826,28.6763,,,0,1
4600,5.56271,21.6055,7.90119,,0,1
2600,5.72783,6.29848,9.77167,,0,1
1000,3.99394,,6.44609,,0,1
4700,2.72642,17.3435,,7.66249,0,1
1100,,7.32306,9.49826,,0,1
2200,5.34119,2.15461,4.14937,8.19633,0,1
3000,4.10738,18.6407,,,0,1
4800,3.9942,25.689,5.89973,,0,1
2800,4.29271,4.79412,,,0,1
1900,2.69512,7.40922,,8.93284,0,1
1800,1.69763,5.51356,,,0,1
,1.26322,5.07061,,6.02334,0,1
2600,2.89182,14.6118,9.36624,,0,1
1700,1.1587,16.654,3.8147,,0,1
4200,2.00231,22.2204,,,0,1
2700,3.60448,,,,0,1
4800,,23.4718,,,0,1
5200,4.86684,5.38209,,,0,1
5900,4.80673,24.1777,4.80543,,0,1
1200,4.45664,10.1186,,,0,1
2700,,27.801,8.94567,,0,1
3600,4.96751,21.3272,,,0,1
4200,5.6893,14.5022,,,0,1
4800,4.83891,,,,0,1
1200,4.15865,,,6.78112,0,1
4700,3.71763,9.9936,,,0,1
3100,1.66473,24.5464,,,0,1
2500,1.99806,11.3819,,,0,1
3800,1.21753,21.1424,3.50437,,0,1
2600,1.39564,10.5004,,,0,1
3300,1.39685,,,,0,1
2400,2.25091,23.7617,,,0,1
3400,1.68545,16.7221,,,0,1
3400,4.42818,27.734,8.86265,6.58967,0,1
3100,2.12842,23.6968,,6.65164,0,0
1700,1.06708,27.1242,3.12343,,0,1
4100,3.96718,29.3297,,8.13719,0,1
3300,4.76732,3.64975,,,1,1
3300,1.04873,15.0348,,,0,1
1100,1.63612,15.6354,9.62479,,0,1
,1.68034,26.1429,,,0,1
5200,5.46012,,,7.40826,0,1
4500,1.64763,26.0791,,,0,1
3400,1.48481,22.9111,,6.56915,0,1
2400,1.19196,14.2576,,,0,1
4200,4.07511,19.8477,,,0,1
4100,2.18035,24.036,9.97258,8.49679,0,1
4300,,22.4151,4.95738,6.92436,0,1
4000,4.02911,14.2211,,6.75092,0,1
3900,4.33923,11.0452,,8.44202,0,1
1300,1.85689,18.859,,,0,0
4300,,3.80994,,,0,1
3800,2.58764,22.3346,6.23501,7.98756,0,1
1000,4.93532,,4.38377,8.87533,0,1
1400,2.00501,29.8461,3.53619,8.55506,0,1
4800,,12.1043,,6.69532,0,1
1100,5.47805,,8.8234,8.03903,0,1
4100,3.62762,21.8695,,7.91821,0,1
5100,3.81858,7.21736,,8.28727,0,1
4800,1.46344,13.5057,,8.55759,0,1
1000,,29.6993,,7.73736,0,1
2000,2.49935,22.4417,,,0,1
5100,2.40406,15.1742,,8.53013,0,1
3900,3.0102,,,,0,1
1300,3.32921,12.6119,,8.42853,0,1
2400,1.72836,11.7521,,,0,1
5500,5.12366,6.96159,7.85719,7.36184,0,1
,3.71174,16.1807,,7.51248,0,1
2700,3.59736,,,,0,1
3500,3.0418,21.6542,,6.25388,0,1
5800,2.00967,24.879,,,0,1
2400,3.26945,9.96689,6.83674,,0,1
3800,5.1348,7.06008,,7.7468,0,1
4800,2.82474,13.7124,,,0,1
1600,3.19152,8.38932,,,0,1
2400,3.23499,5.74087,,,0,1
3500,3.55576,11.962,,,0,1
2600,4.23072,2.61917,4.3269,,0,1
5100,4.12639,7.58501,8.01675,8.97474,0,1
1600,4.99652,27.3289,,,0,1
3300,4.31989,9.30304,,,0,1
2100,5.20448,2.26663,4.89786,,0,1
5600,4.64695,25.8611,5.39577,8.03785,0,1
1200,,8.95336,,,0,1
5500,1.08354,27.2913,9.82477,,0,1
5900,2.53728,22.087,,,0,1
4200,3.63562,25.7725,,,0,1
,3.65883,14.5012,5.78714,,0,1
2700,,22.5229,3.78441,8.45255,0,1
3500,5.36064,18.3324,6.13991,,0,1
4400,4.808,18.1658,,6.00353,0,1
2900,2.46153,23.9156,8.63867,6.58521,0,1
1800,1.2459,5.61781,,,0,1
3600,,6.86452,9.03463,,0,1
4700,2.2074,17.4795,9.2915,7.62715,0,1
1200,1.80056,14.6186,,8.76162,0,1
3100,4.30985,,,,0,1
4700,5.60364,29.6304,6.51225,,0,1
1500,2.46783,11.2081,,,0,1
3100,3.36326,29.8606,,,0,1
3700,,4.02352,,7.29649,0,1
4500,4.03852,15.3908,6.17788,,0,1
5500,4.30691,20.1175,,,0,1
4400,5.95198,7.7304,,7.38121,0,1
4300,1.33645,22.6034,,,0,1
1600,3.93588,,8.9011,7.78472,0,1
1300,3.88746,24.9686,,,0,1
3500,4.15016,,8.41949,7.61151,0,1
3500,3.06544,15.0691,,,0,1
2500,4.9109,16.3551,,,0,1
4200,4.89431,,,,0,1
5200,2.51448,1.50869,,,0,1
1600,4.66537,3.65584,,7.88067,0,1
,5.35265,14.1182,5.40126,,0,1
1800,2.37957,21.8479,,,0,1
,3.77429,20.7154,,,0,1
2000,2.35166,,,7.34683,0,1
2800,4.63109,23.2611,,,0,1
2200,5.49869,14.7753,,7.62821,0,1
5900,,13.5665,,,0,1
4600,2.25895,5.95073,7.59457,8.30588,0,1
1400,3.85241,,3.39724,,0,1
1100,2.32052,17.6446,,7.19141,0,1
,1.47292,21.7459,,,0,1
5400,,25.1504,,,0,1
3400,5.6936,23.0872,,,0,1
1200,4.06953,16.8394,,7.12586,0,1
4100,5.76303,,6.6919,,0,1
2500,4.90374,27.2509,,,0,1
2900,2.13583,14.4387,3.61588,,0,1
3300,2.7959,27.8482,,,0,1
5400,5.80227,4.48843,,,0,1
3100,2.46889,1.96344,,,0,1
,1.82495,5.34908,5.54208,6.64366,0,1
3800,3.2211,1.19557,5.47842,,0,1
1600,1.72369,26.2329,,,0,1
1300,5.87173,23.7707,,7.29112,0,1
2900,5.51723,,,8.19765,0,1
2500,5.9238,6.11044,5.57951,6.63942,0,1
5700,4.17441,1.75394,7.84123,,0,1
,4.66007,2.75857,,8.21276,0,1
2800,1.384,4.56149,3.25072,6.82584,0,1
2400,2.31703,12.9382,7.82408,,0,1
2300,1.49679,19.1856,,,0,1
4600,4.01809,,,8.50539,0,1
4700,3.62638,24.5362,7.53223,8.11194,0,1
1100,4.74131,,,,0,1
4700,2.14435,4.25769,,7.83755,0,1
4300,1.69526,13.9847,9.66318,,0,1
4600,5.45536,13.2222,,8.1049,0,1
1200,1.08196,6.73195,,,0,1
2900,3.4716,25.2638,,,0,1
5300,5.85574,11.8454,,,1,1
5300,3.16947,9.40471,3.08245,6.45897,0,1
2200,4.81116,26.4845,,,0,1
1100,4.34469,27.4503,8.62,6.40271,0,1
5100,4.61542,1.65451,7.73798,,0,1
2500,2.04274,20.8425,,,0,1
1400,3.5656,23.298,4.92341,6.5948,0,1
3000,4.61332,,4.5169,8.41927,0,1
1500,2.88245,12.5287,,,0,1
5700,1.57343,26.974,,,0,1
3700,5.03214,8.88451,,8.07718,0,1
4000,2.75163,,,6.39775,0,1
5300,2.35426,16.0577,,,0,1
4000,3.26318,7.77343,,,0,1
2700,3.44201,17.1842,,,0,1
3600,4.06935,18.1399,4.06445,6.39039,0,1
3400,5.29338,6.67875,,,0,1
5000,3.94169,9.88218,8.44477,,0,1
3900,,19.1149,8.42934,,0,1
1300,5.48092,24.0052,7.60041,7.43352,0,1
4400,2.86233,10.72,,7.53129,0,1
5000,3.85049,16.1595,,6.04424,0,1
5200,4.17725,5.27579,8.75359,6.92083,0,1
3200,5.97102,9.88509,,,0,1
5600,5.11468,9.00773,,,0,1
3500,5.94193,,,,0,1
2400,3.35562,21.094,,6.16571,0,1
3100,,,,,0,1
4800,4.30243,18.9569,6.07496,,0,1
3900,3.84654,19.6996,,,0,1
4900,1.95229,2.83718,6.5791,,0,1
5000,2.92517,24.3809,3.03028,,0,1
4500,5.06776,11.4145,8.66553,,0,1
5600,5.44838,14.3869,,6.81486,0,1
3400,2.05387,8.76122,,,0,1
3200,,12.9282,3.307,,0,1
3400,5.32429,17.3552,,8.22594,0,1
1000,5.94653,21.5755,,7.57884,0,1
5600,5.29942,16.4055,4.46974,7.17385,0,1
,3.0138,,,7.9106,0,1
1500,4.87641,6.03401,,,0,1
4400,,2.36369,,6.42751,0,1
2600,,7.03808,,6.03754,0,1
2900,3.10827,1.30893,,6.94044,0,1
2000,4.82899,14.5066,,6.92937,0,1
1800,2.95163,7.89753,,,0,0
,2.31049,14.7042,,,0,1
3600,2.29196,26.7968,9.57116,,0,1
3000,4.08664,,,,0,0
,2.35186,27.2259,6.61118,,0,1
,5.5654,15.6962,,8.43148,0,1
4600,5.14252,24.9851,,,0,1
3900,1.75491,,,,0,1
2200,1.18438,,6.44691,,0,1
2900,1.67196,,4.07148,,0,1
4300,2.85097,17.3773,,,0,1
1200,,24.7982,6.5379,,0,1
1800,3.75358,13.5068,,7.33872,0,1
2300,5.97444,,3.83375,,0,1
2900,4.21963,15.6541,,7.30268,0,1
4900,,15.1428,,,0,1
1200,5.62111,19.9795,,,0,1
4300,2.67848,3.50221,6.7892,,1,1
4600,,20.5725,,,0,1
2900,3.19845,20.9881,,6.71818,0,1
4600,,2.96029,3.13895,,0,1
5800,5.69648,1.39698,,,0,1
,,6.39056,,,0,1
5400,4.40277,9.49349,5.13149,,0,1
4400,2.2598,11.9549,7.24132,6.22136,0,1
3900,3.7403,19.0053,4.29466,,0,1
2900,5.71906,28.9171,,,0,1
2800,3.66103,2.11423,8.84847,,0,1
4800,5.95728,13.5871,5.43724,,0,1
3100,,1.12329,,7.05623,0,1
5300,2.50567,4.12952,7.05663,,0,1
4700,5.58376,20.4182,5.14506,7.10738,0,1
3500,1.69776,25.6086,5.00069,6.76198,0,1
5500,3.02997,2.73443,8.25491,,0,1
5500,3.31664,1.64474,,7.21201,0,1
5100,4.14259,,,,0,1
2700,2.05556,,,,0,1
5300,1.41698,8.51849,,8.94715,0,1
2100,1.83342,13.0768,,,0,1
3100,1.65193,,,,0,1
3600,5.9107,23.6963,4.12124,,0,1
,,26.2134,,,0,1
1900,2.54,9.26197,6.05746,6.89159,0,1
4300,2.88529,20.5716,,,0,1
4700,2.88438,13.0883,,,0,1
4300,,11.7818,3.01867,,0,1
3900,,6.39775,,7.74766,0,1
4500,3.76282,23.9717,,,0,1
4900,1.37653,3.32224,,,0,1
2900,4.2131,8.03894,,,0,1
1300,3.54752,11.8741,,8.52225,0,1
5200,3.66216,25.7605,4.29664,,0,1
3200,1.28033,29.2442,,8.30265,0,1
,1.07421,18.7817,7.36809,,0,1
3300,2.31418,10.426,,6.89378,0,1
4500,5.47395,26.7828,,6.7864,0,1
5800,3.83424,1.58747,4.99535,8.36544,0,1
4500,,14.4452,,,0,1
,,5.63703,5.11343,8.53433,0,1
2300,5.70318,25.9731,,7.48292,0,1
4300,4.26805,27.5446,3.45633,,0,1
2700,3.10097,19.354,,6.95644,0,1
5100,3.31732,25.5013,9.99014,6.1947,0,1
5200,1.47364,8.9804,,,0,1
5500,,13.5899,,,0,1
5900,1.84847,14.2097,,6.77459,0,1
2600,2.08869,27.1026,,,0,1
1000,3.23257,12.5667,7.80086,,0,1
1200,4.64946,5.56694,,7.14717,0,1
1000,,21.7687,8.84098,,0,1
2100,2.33468,23.0638,7.32228,,0,1
1900,2.58098,12.8621,,,0,1
2300,2.7681,8.13556,,,0,1
4000,4.86763,3.06591,,,0,1
5700,3.11255,26.2832,,6.20503,0,1
4000,4.43827,7.28882,,,0,1
3400,3.04179,,3.1128,,0,1
5300,,12.3105,,6.47795,0,1
4400,5.6164,1.41643,,6.47626,0,1
5900,2.43399,19.872,3.58559,,0,1
3600,2.92016,19.6152,,,0,1
2000,5.32251,29.9928,6.87655,8.97171,0,1
2600,4.30893,15.5218,,8.06059,0,1
5000,4.08111,9.6327,,,0,1
3800,,,,,0,1
4300,5.79319,11.9664,,7.03891,1,1
3300,1.31408,18.0431,,7.91524,0,1
